sample_id,rA,rB,rX,t,tau
28,1.308540663048167,0.8442922333025373,1.3223441492468704,27.272727272727273,9.070888821637826
29,1.3554487413172256,0.5027808522124763,1.2839200124855579,28.282828282828284,1.7221037109547799
30,1.0278702476319987,0.7042989210310263,1.2495461979002314,29.292929292929294,5.720602506132292
31,1.364526911140863,0.6669644012595116,1.2711945357302523,30.303030303030305,4.693571442906954
32,1.102314474212375,0.5888431241882921,1.3515692220928737,31.313131313131315,9.841407552177458
33,1.0390309557911677,0.5479461469334731,1.2028786977259511,32.323232323232325,2.008350119512471
34,1.569331322352,0.6350460685614512,1.223214528101383,33.333333333333336,4.580700391411675
35,1.5793792198447356,0.8771638815650077,1.2092005284043505,34.343434343434346,9.72523389947832
36,1.4850384088698767,0.6292811728083021,1.208145760463794,35.35353535353536,8.789564133045822
37,1.1827682615040225,0.7075162486973464,1.3710921168022014,36.36363636363637,8.353648638543518
38,1.0586032684038302,0.7812075835580712,1.3407315718760047,37.37373737373738,3.3211254434044584
39,1.4105398159072942,0.6454518409517176,1.294834765817465,38.38383838383839,2.5379882865105925
40,1.2640914962437608,0.8887128330883842,1.2195668321302002,39.3939393939394,7.017788979319879
41,1.0732229409068672,0.8849789179768446,1.2983231750233664,40.40404040404041,9.364383902148273
42,1.2971061460667621,0.6007129183301456,1.2946943541561131,41.41414141414142,6.010866037125368
43,1.020633112669131,0.6988994023569541,1.2346403739820029,42.42424242424243,6.144514205229099
44,1.5455922412472693,0.6203513239267079,1.2867703298475945,43.43434343434344,3.5198118429425573
45,1.1552679889600102,0.6139361977509871,1.2797009468794747,44.44444444444445,7.925436398727432
46,1.3975133706123892,0.5147547789418131,1.3231700196104432,45.45454545454546,2.6833937370177106
47,1.1870266456536467,0.7438257335919587,1.3270187301735288,46.46464646464647,3.913113127638193
48,1.3120408127066865,0.7010716092915446,1.209060801954409,47.47474747474748,4.828927947547751
49,1.3280261676059677,0.5205915004999957,1.2749225229252943,48.484848484848484,5.568493408160095
50,1.1109126733153163,0.6114585856946446,1.3251719831428472,49.494949494949495,3.181687591735722
51,1.581750776658735,0.8633063543866615,1.3006272517160176,50.505050505050505,2.033531422652832
52,1.4650796940166688,0.595824756266789,1.3712979682376645,51.515151515151516,6.495580381974693
53,1.5636993649385136,0.5579579488364892,1.331738726323789,52.525252525252526,3.597674979162302
54,1.5368964102565894,0.6957811041110252,1.2325868854162858,53.535353535353536,6.231143992803511
55,1.358739987286651,0.8942601816442404,1.214113749480086,54.54545454545455,2.389264437467821
56,1.55312454101387,0.5968221086046002,1.328483855641263,55.55555555555556,5.330260916693358
57,1.0530955012311518,0.7688542189623515,1.2053022621083243,56.56565656565657,5.793304892964272
58,1.117589717451487,0.804647846131487,1.3171551162546926,57.57575757575758,1.4664118314018422
59,1.0271363733463228,0.5950550175969599,1.3880460482849915,58.58585858585859,4.029438503745285
60,1.1951981984579587,0.7912865394447439,1.3150948355751757,59.5959595959596,2.209732092450768
61,1.2332063738136894,0.6471132530877013,1.2776339852413043,60.60606060606061,1.5703747342549097
62,1.1628094190643377,0.7529223322374319,1.3286576436884705,61.61616161616162,9.909642091509507
63,1.4972425054911578,0.7534118843043579,1.2916505780983032,62.62626262626263,3.9011846047725065
64,1.2140519960161535,0.7143098736299034,1.309123357863187,63.63636363636364,8.288870012691714
65,1.1685607058124285,0.5361159080217633,1.388292961755305,64.64646464646465,3.2917658928738747
66,1.3256176498949492,0.8341209982356952,1.2772205275601547,65.65656565656566,7.133524500015364
67,1.0845545349848575,0.6283120259886943,1.3922381127647827,66.66666666666667,7.842050739007179
68,1.4813181884524238,0.5746074041599417,1.3810701283912126,67.67676767676768,6.360748665470599
69,1.0447303862078625,0.5163100566219055,1.2391582269578592,68.68686868686869,5.244185696951425
70,1.5921321619603104,0.7363571772752967,1.2138722601750331,69.6969696969697,4.706568227325417
71,1.4633468615779945,0.771025744736913,1.2201556002754852,70.70707070707071,4.139814398886958
72,1.1192294089205035,0.5066351315711425,1.20364436513031,71.71717171717172,9.365762298230432
73,1.0033132702741614,0.7048372233197124,1.2188885921511856,72.72727272727273,8.475574670089562
74,1.4892768570729005,0.5905983100791752,1.3366013546832713,73.73737373737374,9.685242195998613
75,1.4241144063085702,0.75806911616378,1.2142377296920457,74.74747474747475,2.1186750113699024
76,1.4374043008245925,0.5697465716019966,1.263795126058752,75.75757575757576,7.577807276832798
77,1.4627622080115676,0.7763750952409865,1.3689750621938908,76.76767676767678,9.44506411138934
78,1.0444267910404543,0.654694138520215,1.204654387147165,77.77777777777779,2.6310975954909415
79,1.2150794371265636,0.8746919954946939,1.3628936965177871,78.7878787878788,1.5984664063009975
80,1.0695214357150777,0.5550083776583973,1.25637095495468,79.7979797979798,7.670085843610531
81,1.5178620555253561,0.6364265404201034,1.2236329655243312,80.80808080808082,6.170258018619207
82,1.3739788760965348,0.5453894084962356,1.33934743307283,81.81818181818183,8.576458990824449
83,1.1985388149115894,0.8698774473114251,1.3257885693559768,82.82828282828284,2.2579513896366055
84,1.0381350101716142,0.8509357413523924,1.3754944027054106,83.83838383838385,8.15740580673901
85,1.1865893930293974,0.6031766510860622,1.347014208760777,84.84848484848486,2.8146458804297008
86,1.1951099932160483,0.7639936184136716,1.3606961860769697,85.85858585858587,2.4729034857913406
87,1.4377637070028384,0.8268888800804863,1.2564069145142613,86.86868686868688,2.4783921813789362
88,1.3825344828131279,0.7220803246397849,1.2354879087559445,87.87878787878789,8.33117248208244
89,1.532327645545796,0.7118602313424026,1.3501229503281715,88.8888888888889,6.986774986265801
90,1.2833289550971696,0.5967409163601807,1.3613669478534527,89.89898989898991,5.707588822922074
91,1.071756547562981,0.5372411071223597,1.3981010284001345,90.90909090909092,4.229474357111522
92,1.4279468723337971,0.8588863031813307,1.2825235353822853,91.91919191919193,8.894804867317974
93,1.4564710291701386,0.8601672228653322,1.2744036171585567,92.92929292929294,4.532005966803719
94,1.3367663185416978,0.7532405829093072,1.3552825921483993,93.93939393939395,8.349394955244193
95,1.4625803079727366,0.6356119164194802,1.2681607080506034,94.94949494949496,4.952214177131966
96,1.2962773578186346,0.6396838298450643,1.386151465120713,95.95959595959597,4.392499864824169
97,1.3136396976291964,0.7903822715480957,1.3716825503686023,96.96969696969697,5.164118071026458
98,1.2565246110151298,0.8588441039810308,1.2857988054750036,97.97979797979798,3.7124008674772786
99,1.015251476046457,0.8548345697060469,1.3501742135582995,98.98989898989899,7.72848442158626
100,1.0647348561959826,0.8119502183430496,1.3509085748169363,100.0,5.5244835108323125
